35.000	2.000	17.000	2.000	0.000	1.000	0.000	3471.741
36.000	2.000	18.000	2.000	1.000	1.000	2.000	3302.465
37.000	2.000	19.000	0.000	1.000	3.000	0.000	3907.614
38.000	2.000	20.000	2.000	1.000	3.000	2.000	4974.553
39.000	2.000	21.000	0.000	1.000	3.000	0.000	3496.768
40.000	3.000	1.000	2.000	0.000	1.000	0.000	2990.708
41.000	3.000	2.000	2.000	0.000	1.000	0.000	4322.569
42.000	3.000	3.000	2.000	1.000	1.000	2.000	2793.297
43.000	3.000	4.000	2.000	0.000	3.000	0.000	4102.946
44.000	3.000	5.000	2.000	1.000	3.000	2.000	2272.681
45.000	3.000	6.000	2.000	0.000	1.000	0.000	2183.407
46.000	3.000	7.000	2.000	1.000	1.000	2.000	3022.083
47.000	3.000	8.000	2.000	1.000	3.000	2.000	3597.037
48.000	3.000	9.000	2.000	1.000	1.000	2.000	2211.161
49.000	3.000	10.000	2.000	0.000	1.000	0.000	3666.223
50.000	3.000	11.000	2.000	1.000	3.000	2.000	3214.798
51.000	3.000	12.000	2.000	0.000	3.000	0.000	3191.037
52.000	3.000	13.000	2.000	0.000	3.000	0.000	2701.283
53.000	3.000	14.000	2.000	1.000	3.000	2.000	2343.482
54.000	3.000	15.000	2.000	0.000	3.000	0.000	4207.787
55.000	3.000	16.000	2.000	1.000	1.000	2.000	4209.011
56.000	3.000	17.000	2.000	1.000	3.000	2.000	3850.299
57.000	3.000	18.000	2.000	1.000	1.000	2.000	3755.278
58.000	3.000	19.000	2.000	0.000	3.000	0.000	2857.128
59.000	3.000	20.000	2.000	1.000	1.000	2.000	4251.820
60.000	3.000	21.000	2.000	0.000	3.000	0.000	4479.837
61.000	3.000	22.000	2.000	1.000	3.000	2.000	2355.360
62.000	3.000	23.000	2.000	0.000	3.000	0.000	4752.568
63.000	3.000	24.000	2.000	1.000	1.000	2.000	3791.729
64.000	3.000	25.000	2.000	0.000	3.000	0.000	3578.313
65.000	3.000	26.000	2.000	1.000	1.000	2.000	2059.904
66.000	3.000	27.000	2.000	1.000	1.000	2.000	3326.948
67.000	3.000	28.000	2.000	1.000	1.000	2.000	2121.272
68.000	3.000	29.000	2.000	0.000	3.000	0.000	4780.645
69.000	3.000	30.000	2.000	1.000	1.000	2.000	2602.610
70.000	3.000	31.000	2.000	1.000	1.000	2.000	3714.481
71.000	3.000	32.000	2.000	1.000	3.000	2.000	2656.186
72.000	3.000	33.000	2.000	1.000	3.000	2.000	2927.854
73.000	3.000	34.000	2.000	1.000	1.000	2.000	4572.011
74.000	3.000	35.000	2.000	1.000	3.000	2.000	3587.730
75.000	3.000	36.000	2.000	1.000	1.000	2.000	2771.835
76.000	4.000	1.000	0.000	1.000	1.000	0.000	3756.496
77.000	4.000	2.000	2.000	1.000	3.000	2.000	3860.968
78.000	4.000	3.000	0.000	0.000	3.000	2.000	2151.340
79.000	4.000	4.000	0.000	0.000	1.000	2.000	4909.414
80.000	4.000	5.000	0.000	0.000	1.000	2.000	2428.382
81.000	4.000	6.000	0.000	1.000	3.000	0.000	3980.924
82.000	4.000	7.000	2.000	1.000	1.000	2.000	2022.855
83.000	4.000	8.000	0.000	0.000	3.000	2.000	3484.362
84.000	4.000	9.000	0.000	1.000	3.000	0.000	4178.304
85.000	4.000	10.000	2.000	1.000	1.000	2.000	3549.620
86.000	4.000	11.000	0.000	1.000	3.000	0.000	2840.212
87.000	4.000	12.000	2.000	1.000	1.000	2.000	3933.401
88.000	4.000	13.000	0.000	0.000	1.000	2.000	3574.105
89.000	4.000	14.000	0.000	1.000	1.000	0.000	4811.275
90.000	4.000	15.000	2.000	1.000	1.000	2.000	2580.852
91.000	4.000	16.000	0.000	1.000	3.000	0.000	2971.072
92.000	4.000	17.000	2.000	1.000	1.000	2.000	3076.588
93.000	4.000	18.000	0.000	0.000	1.000	2.000	3563.131
94.000	4.000	19.000	0.000	1.000	3.000	0.000	4839.452
95.000	4.000	20.000	2.000	1.000	3.000	2.000	4913.169
