75.000	3.000	21.000	2.000	1.000	1.000	2.000	4160.451
76.000	3.000	22.000	2.000	1.000	3.000	2.000	2759.375
77.000	3.000	23.000	2.000	1.000	1.000	2.000	2034.644
78.000	3.000	24.000	2.000	1.000	3.000	2.000	2702.300
79.000	3.000	25.000	2.000	1.000	3.000	2.000	2490.747
80.000	3.000	26.000	2.000	1.000	1.000	2.000	4940.629
81.000	4.000	1.000	0.000	1.000	3.000	0.000	4927.449
82.000	4.000	2.000	2.000	0.000	1.000	0.000	2912.757
83.000	4.000	3.000	2.000	1.000	3.000	2.000	3323.290
84.000	4.000	4.000	0.000	0.000	1.000	2.000	4457.629
85.000	4.000	5.000	0.000	0.000	3.000	2.000	2553.462
86.000	4.000	6.000	0.000	1.000	3.000	0.000	4166.195
87.000	4.000	7.000	2.000	1.000	3.000	2.000	2862.506
88.000	4.000	8.000	0.000	1.000	1.000	0.000	4976.468
89.000	4.000	9.000	2.000	1.000	1.000	2.000	2447.385
90.000	4.000	10.000	0.000	1.000	1.000	0.000	2940.565
91.000	4.000	11.000	2.000	1.000	3.000	2.000	2680.646
92.000	4.000	12.000	0.000	1.000	3.000	0.000	2704.992
93.000	4.000	13.000	2.000	1.000	1.000	2.000	2725.584
94.000	4.000	14.000	0.000	0.000	3.000	2.000	4860.518
95.000	4.000	15.000	0.000	1.000	3.000	0.000	4809.236
96.000	4.000	16.000	2.000	1.000	3.000	2.000	3324.488
97.000	4.000	17.000	0.000	0.000	3.000	2.000	2994.251
98.000	4.000	18.000	0.000	1.000	3.000	0.000	3304.229
99.000	4.000	19.000	2.000	1.000	1.000	2.000	3257.932
