1.000	1.000	1.000	2.000	1.000	1.000	2.000	2663.990
2.000	1.000	2.000	0.000	1.000	3.000	0.000	4851.865
3.000	1.000	3.000	2.000	1.000	3.000	2.000	3991.884
4.000	1.000	4.000	0.000	0.000	3.000	2.000	3618.710
5.000	1.000	5.000	0.000	1.000	1.000	0.000	4807.543
6.000	1.000	6.000	2.000	1.000	1.000	2.000	4865.884
7.000	1.000	7.000	0.000	1.000	3.000	0.000	4229.621
8.000	1.000	8.000	2.000	1.000	3.000	2.000	2592.963
9.000	1.000	9.000	0.000	0.000	1.000	2.000	4346.316
10.000	1.000	10.000	0.000	0.000	1.000	2.000	2190.524
11.000	1.000	11.000	0.000	1.000	1.000	0.000	4550.796
12.000	1.000	12.000	2.000	1.000	3.000	2.000	3399.391
13.000	1.000	13.000	0.000	1.000	1.000	0.000	2352.511
14.000	1.000	14.000	2.000	1.000	3.000	2.000	3311.799
15.000	1.000	15.000	0.000	0.000	1.000	2.000	2438.871
16.000	1.000	16.000	0.000	1.000	3.000	0.000	3899.049
17.000	1.000	17.000	2.000	0.000	1.000	0.000	3663.171
18.000	1.000	18.000	2.000	0.000	1.000	0.000	2377.219
19.000	1.000	19.000	2.000	1.000	3.000	2.000	4678.087
20.000	1.000	20.000	0.000	0.000	1.000	2.000	2670.810
21.000	1.000	21.000	0.000	1.000	3.000	0.000	2638.484
22.000	1.000	22.000	2.000	1.000	1.000	2.000	3630.120
23.000	1.000	23.000	0.000	1.000	3.000	0.000	4710.087
24.000	1.000	24.000	2.000	0.000	3.000	0.000	4772.518
25.000	1.000	25.000	2.000	1.000	1.000	2.000	2569.302
26.000	1.000	26.000	0.000	1.000	1.000	0.000	2134.454
27.000	1.000	27.000	2.000	1.000	1.000	2.000	4750.669
28.000	1.000	28.000	0.000	1.000	3.000	0.000	4522.679
29.000	1.000	29.000	2.000	1.000	3.000	2.000	3420.401
30.000	1.000	30.000	0.000	1.000	3.000	0.000	2889.782
31.000	1.000	31.000	2.000	1.000	1.000	2.000	2875.944
32.000	1.000	32.000	0.000	1.000	1.000	0.000	2266.708
33.000	2.000	1.000	0.000	0.000	3.000	2.000	2576.475
34.000	2.000	2.000	0.000	1.000	1.000	0.000	3144.553
35.000	2.000	3.000	0.000	0.000	1.000	2.000	4705.190
36.000	2.000	4.000	0.000	1.000	1.000	0.000	4301.350
37.000	2.000	5.000	0.000	1.000	1.000	0.000	4479.299
38.000	2.000	6.000	0.000	1.000	3.000	0.000	4735.094
39.000	2.000	7.000	0.000	0.000	1.000	2.000	2641.262
40.000	2.000	8.000	0.000	0.000	3.000	2.000	3956.680
41.000	2.000	9.000	0.000	1.000	3.000	0.000	4099.854
42.000	2.000	10.000	0.000	1.000	1.000	0.000	2837.047
43.000	2.000	11.000	0.000	1.000	3.000	0.000	2683.708
44.000	2.000	12.000	0.000	1.000	1.000	0.000	2635.986
45.000	2.000	13.000	0.000	0.000	1.000	2.000	4159.247
46.000	2.000	14.000	0.000	1.000	3.000	0.000	3507.002
47.000	2.000	15.000	0.000	1.000	3.000	0.000	3864.384
48.000	2.000	16.000	0.000	1.000	1.000	0.000	3190.585
49.000	2.000	17.000	0.000	1.000	3.000	0.000	2087.588
50.000	2.000	18.000	0.000	0.000	3.000	2.000	3640.804
51.000	2.000	19.000	0.000	1.000	3.000	0.000	4794.188
52.000	2.000	20.000	0.000	1.000	3.000	0.000	2439.751
53.000	2.000	21.000	0.000	1.000	1.000	0.000	2319.011
54.000	2.000	22.000	0.000	1.000	1.000	0.000	3022.394
55.000	3.000	1.000	2.000	0.000	3.000	0.000	2810.948
56.000	3.000	2.000	2.000	1.000	1.000	2.000	3440.807
57.000	3.000	3.000	2.000	0.000	3.000	0.000	2604.896
58.000	3.000	4.000	2.000	0.000	1.000	0.000	4234.944
59.000	3.000	5.000	2.000	1.000	3.000	2.000	4922.426
60.000	3.000	6.000	2.000	0.000	1.000	0.000	4293.115
61.000	3.000	7.000	2.000	0.000	1.000	0.000	3593.917
62.000	3.000	8.000	2.000	1.000	3.000	2.000	3739.831
63.000	3.000	9.000	2.000	0.000	1.000	0.000	2881.799
64.000	3.000	10.000	2.000	1.000	3.000	2.000	4315.285
65.000	3.000	11.000	2.000	0.000	1.000	0.000	4547.882
66.000	3.000	12.000	2.000	1.000	1.000	2.000	3420.465
67.000	3.000	13.000	2.000	0.000	3.000	0.000	3778.337
68.000	3.000	14.000	2.000	1.000	1.000	2.000	2580.871
69.000	3.000	15.000	2.000	0.000	1.000	0.000	4234.360
70.000	3.000	16.000	2.000	1.000	1.000	2.000	3025.125
71.000	3.000	17.000	2.000	1.000	3.000	2.000	3353.684
72.000	3.000	18.000	2.000	0.000	3.000	0.000	3617.943
73.000	3.000	19.000	2.000	1.000	3.000	2.000	3949.821
74.000	3.000	20.000	2.000	1.000	1.000	2.000	3614.376
